time,"
Boston Celtics
",score,"
Dallas Mavericks
",url
5:11.0,"{'player': '', 'action': ''}",79-84,"{'player': 'P. Washington J. Holiday', 'action': 'P. Washington misses 2-pt layup from 4 ft (block by J. Holiday )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:10.0,"{'player': 'K. Porziņģis', 'action': 'Defensive rebound by'}",79-84,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:03.0,"{'player': 'J. Tatum J. Holiday', 'action': 'J. Tatum makes 3-pt jump shot from 27 ft (assist by J. Holiday )'}",79-87,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:01.0,"{'player': '', 'action': ''}",79-87,"{'player': '', 'action': 'Dallas full timeout'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:01.0,"{'player': '', 'action': ''}",79-87,"{'player': 'D. Exum K. Irving', 'action': 'D. Exum enters the game for K. Irving'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:01.0,"{'player': '', 'action': ''}",79-87,"{'player': 'M. Kleber D. Lively', 'action': 'M. Kleber enters the game for D. Lively'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:01.0,"{'player': 'S. Hauser J. Brown', 'action': 'S. Hauser enters the game for J. Brown'}",79-87,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:01.0,"{'player': 'A. Horford D. White', 'action': 'A. Horford enters the game for D. White'}",79-87,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:53.0,"{'player': '', 'action': ''}",79-87,"{'player': 'P. Washington', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:49.0,"{'player': '', 'action': 'Defensive rebound by Team'}",79-87,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:35.0,"{'player': 'K. Porziņģis', 'action': 'misses 2-pt jump shot from 11 ft'}",79-87,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:34.0,"{'player': '', 'action': ''}",79-87,"{'player': 'T. Hardaway', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:19.0,"{'player': '', 'action': ''}",81-87,"{'player': 'L. Dončić', 'action': 'makes 2-pt layup from 1 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:07.0,"{'player': 'S. Hauser', 'action': 'misses 3-pt jump shot from 24 ft'}",81-87,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:06.0,"{'player': '', 'action': ''}",81-87,"{'player': 'P. Washington', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:56.0,"{'player': '', 'action': ''}",81-87,"{'player': 'J. Holiday L. Dončić', 'action': 'Shooting foul by J. Holiday (drawn by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:56.0,"{'player': '', 'action': ''}",81-87,"{'player': 'L. Dončić', 'action': 'misses free throw 1 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:56.0,"{'player': '', 'action': ''}",81-87,"{'player': '', 'action': 'Offensive rebound by Team'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:56.0,"{'player': '', 'action': ''}",82-87,"{'player': 'L. Dončić', 'action': 'makes free throw 2 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:41.0,"{'player': 'K. Porziņģis', 'action': 'makes 2-pt dunk from 2 ft'}",82-89,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:20.0,"{'player': '', 'action': ''}",82-89,"{'player': 'D. Exum', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:19.0,"{'player': '', 'action': 'Defensive rebound by Team'}",82-89,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:12.0,"{'player': 'K. Porziņģis', 'action': 'misses 3-pt jump shot from 28 ft'}",82-89,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:11.0,"{'player': '', 'action': ''}",82-89,"{'player': 'D. Exum', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:02.0,"{'player': '', 'action': ''}",82-89,"{'player': 'L. Dončić', 'action': 'misses 3-pt jump shot from 27 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:59.0,"{'player': 'J. Tatum', 'action': 'Defensive rebound by'}",82-89,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:45.0,"{'player': 'J. Tatum', 'action': 'misses 2-pt layup from 3 ft'}",82-89,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:44.0,"{'player': 'K. Porziņģis', 'action': 'Offensive rebound by'}",82-89,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:44.0,"{'player': 'K. Porziņģis', 'action': 'makes 2-pt layup at rim'}",82-91,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:25.0,"{'player': '', 'action': ''}",82-91,"{'player': 'L. Dončić', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:24.0,"{'player': 'A. Horford', 'action': 'Defensive rebound by'}",82-91,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:13.0,"{'player': 'P. Washington J. Tatum', 'action': 'Shooting foul by P. Washington (drawn by J. Tatum )'}",82-91,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:13.0,"{'player': 'J. Tatum', 'action': 'makes free throw 1 of 2'}",82-92,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:13.0,"{'player': '', 'action': ''}",82-92,"{'player': 'K. Irving L. Dončić', 'action': 'K. Irving enters the game for L. Dončić'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:13.0,"{'player': 'J. Tatum', 'action': 'makes free throw 2 of 2'}",82-93,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:56.0,"{'player': '', 'action': ''}",82-93,"{'player': 'D. Exum A. Horford', 'action': 'D. Exum misses 2-pt layup from 2 ft (block by A. Horford )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:55.0,"{'player': 'K. Porziņģis', 'action': 'Defensive rebound by'}",82-93,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:46.0,"{'player': 'J. Tatum', 'action': 'misses 2-pt layup from 5 ft'}",82-93,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:45.0,"{'player': 'A. Horford', 'action': 'Offensive rebound by'}",82-93,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:45.0,"{'player': 'A. Horford', 'action': 'makes 2-pt layup at rim'}",82-95,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:29.0,"{'player': '', 'action': ''}",84-95,"{'player': 'K. Irving D. Exum', 'action': 'K. Irving makes 2-pt layup from 3 ft (assist by D. Exum )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:22.0,"{'player': 'M. Kleber K. Porziņģis', 'action': 'Personal foul by M. Kleber (drawn by K. Porziņģis )'}",84-95,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:22.0,"{'player': '', 'action': ''}",84-95,"{'player': 'J. Green P. Washington', 'action': 'J. Green enters the game for P. Washington'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:09.0,"{'player': 'J. Tatum J. Holiday', 'action': 'J. Tatum makes 2-pt jump shot from 9 ft (assist by J. Holiday )'}",84-97,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:50.0,"{'player': '', 'action': ''}",86-97,"{'player': 'K. Irving', 'action': 'makes 2-pt jump shot from 16 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:35.0,"{'player': 'J. Tatum', 'action': 'makes 3-pt jump shot from 26 ft'}",86-100,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:25.0,"{'player': '', 'action': ''}",86-100,"{'player': 'J. Tatum T. Hardaway', 'action': 'Shooting foul by J. Tatum (drawn by T. Hardaway )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:25.0,"{'player': '', 'action': ''}",87-100,"{'player': 'T. Hardaway', 'action': 'makes free throw 1 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:25.0,"{'player': '', 'action': ''}",88-100,"{'player': 'T. Hardaway', 'action': 'makes free throw 2 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:05.0,"{'player': 'D. Exum K. Porziņģis', 'action': 'Personal foul by D. Exum (drawn by K. Porziņģis )'}",88-100,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:05.0,"{'player': 'K. Porziņģis', 'action': 'makes free throw 1 of 2'}",88-101,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:05.0,"{'player': 'P. Pritchard A. Horford', 'action': 'P. Pritchard enters the game for A. Horford'}",88-101,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:05.0,"{'player': 'K. Porziņģis', 'action': 'makes free throw 2 of 2'}",88-102,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:00.0,"{'player': '', 'action': ''}",88-102,"{'player': 'K. Porziņģis D. Exum', 'action': 'Shooting foul by K. Porziņģis (drawn by D. Exum )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:00.0,"{'player': '', 'action': ''}",88-102,"{'player': '', 'action': 'Instant Replay (Challenge: Ruling Stands)'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:00.0,"{'player': '', 'action': ''}",89-102,"{'player': 'D. Exum', 'action': 'makes free throw 1 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:00.0,"{'player': '', 'action': ''}",90-102,"{'player': 'D. Exum', 'action': 'makes free throw 2 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:37.0,"{'player': '', 'action': ''}",90-102,"{'player': 'P. Washington', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:33.0,"{'player': 'J. Brown', 'action': 'Defensive rebound by'}",90-102,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:15.0,"{'player': 'D. White A. Horford', 'action': 'D. White makes 2-pt jump shot from 11 ft (assist by A. Horford )'}",90-104,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:00.0,"{'player': '', 'action': ''}",92-104,"{'player': 'D. Lively L. Dončić', 'action': 'D. Lively makes 2-pt hook shot from 5 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:35.0,"{'player': 'J. Brown', 'action': 'misses 2-pt jump shot from 18 ft'}",92-104,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:33.0,"{'player': '', 'action': ''}",92-104,"{'player': 'T. Hardaway', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:22.0,"{'player': '', 'action': ''}",92-104,"{'player': 'L. Dončić', 'action': 'misses 2-pt jump shot from 7 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:21.0,"{'player': '', 'action': ''}",92-104,"{'player': 'L. Dončić', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:21.0,"{'player': '', 'action': ''}",92-104,"{'player': 'L. Dončić D. White', 'action': 'L. Dončić misses 2-pt layup from 4 ft (block by D. White )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:20.0,"{'player': 'J. Brown', 'action': 'Defensive rebound by'}",92-104,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:09.0,"{'player': 'J. Brown D. White', 'action': 'J. Brown makes 2-pt layup from 3 ft (assist by D. White )'}",92-106,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:53.0,"{'player': '', 'action': ''}",92-106,"{'player': 'P. Washington', 'action': 'misses 3-pt jump shot from 24 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:51.0,"{'player': 'J. Brown', 'action': 'Defensive rebound by'}",92-106,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:37.0,"{'player': 'J. Brown', 'action': 'makes 3-pt jump shot from 28 ft'}",92-109,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:25.0,"{'player': '', 'action': ''}",94-109,"{'player': 'L. Dončić', 'action': 'makes 2-pt layup from 1 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:01.0,"{'player': 'J. Brown', 'action': 'misses 3-pt jump shot from 27 ft'}",94-109,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:58.0,"{'player': 'D. White', 'action': 'Offensive rebound by'}",94-109,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:53.0,"{'player': 'D. White', 'action': 'makes 3-pt jump shot from 26 ft'}",94-112,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:53.0,"{'player': '', 'action': ''}",94-112,"{'player': '', 'action': 'Dallas full timeout'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:53.0,"{'player': '', 'action': ''}",94-112,"{'player': 'J. Green T. Hardaway', 'action': 'J. Green enters the game for T. Hardaway'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:53.0,"{'player': '', 'action': ''}",94-112,"{'player': 'M. Kleber D. Lively', 'action': 'M. Kleber enters the game for D. Lively'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:32.0,"{'player': '', 'action': ''}",96-112,"{'player': 'L. Dončić', 'action': 'makes 2-pt jump shot from 14 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:13.0,"{'player': 'X. Tillman J. Brown', 'action': 'X. Tillman makes 2-pt dunk from 1 ft (assist by J. Brown )'}",96-114,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:02.0,"{'player': '', 'action': ''}",96-114,"{'player': 'J. Brown M. Kleber', 'action': 'Personal foul by J. Brown (drawn by M. Kleber )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:53.0,"{'player': '', 'action': ''}",96-114,"{'player': 'K. Irving', 'action': 'misses 2-pt layup from 4 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:51.0,"{'player': 'D. White', 'action': 'Defensive rebound by'}",96-114,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:44.0,"{'player': 'A. Horford', 'action': 'misses 3-pt jump shot from 27 ft'}",96-114,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:43.0,"{'player': '', 'action': ''}",96-114,"{'player': 'K. Irving', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:32.0,"{'player': '', 'action': ''}",96-114,"{'player': 'K. Irving X. Tillman', 'action': 'K. Irving misses 2-pt layup from 2 ft (block by X. Tillman )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:30.0,"{'player': 'J. Brown', 'action': 'Defensive rebound by'}",96-114,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:16.0,"{'player': 'P. Pritchard X. Tillman', 'action': 'P. Pritchard makes 3-pt jump shot from 24 ft (assist by X. Tillman )'}",96-117,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:02.0,"{'player': '', 'action': ''}",98-117,"{'player': 'L. Dončić', 'action': 'makes 2-pt jump shot from 7 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:02.0,"{'player': '', 'action': ''}",98-117,"{'player': 'P. Pritchard L. Dončić', 'action': 'Shooting foul by P. Pritchard (drawn by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:02.0,"{'player': 'J. Tatum P. Pritchard', 'action': 'J. Tatum enters the game for P. Pritchard'}",98-117,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:02.0,"{'player': '', 'action': ''}",99-117,"{'player': 'L. Dončić', 'action': 'makes free throw 1 of 1'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:43.0,"{'player': 'A. Horford X. Tillman', 'action': 'A. Horford makes 2-pt layup from 2 ft (assist by X. Tillman )'}",99-119,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:43.0,"{'player': '', 'action': ''}",99-119,"{'player': '', 'action': 'Dallas full timeout'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:22.0,"{'player': '', 'action': ''}",101-119,"{'player': 'L. Dončić', 'action': 'makes 2-pt jump shot from 7 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:00.0,"{'player': 'J. Tatum', 'action': 'misses 3-pt jump shot from 25 ft'}",101-119,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:59.0,"{'player': '', 'action': ''}",101-119,"{'player': 'P. Washington', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:53.0,"{'player': '', 'action': ''}",101-119,"{'player': 'J. Green A. Horford', 'action': 'J. Green misses 2-pt layup from 3 ft (block by A. Horford )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:52.0,"{'player': 'X. Tillman', 'action': 'Defensive rebound by'}",101-119,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:36.0,"{'player': 'J. Brown', 'action': 'misses 2-pt jump shot from 21 ft'}",101-119,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:35.0,"{'player': '', 'action': ''}",101-119,"{'player': 'L. Dončić', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:22.0,"{'player': '', 'action': ''}",103-119,"{'player': 'P. Washington L. Dončić', 'action': 'P. Washington makes 2-pt layup from 2 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:55.0,"{'player': 'L. Dončić J. Tatum', 'action': 'Shooting foul by L. Dončić (drawn by J. Tatum )'}",103-119,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:55.0,"{'player': 'J. Tatum', 'action': 'makes free throw 1 of 2'}",103-120,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:55.0,"{'player': 'J. Tatum', 'action': 'makes free throw 2 of 2'}",103-121,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:46.0,"{'player': '', 'action': ''}",103-121,"{'player': 'K. Irving', 'action': 'Turnover by  (out of bounds lost ball)'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:22.0,"{'player': 'J. Tatum', 'action': 'makes 3-pt jump shot from 28 ft'}",103-124,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:02.0,"{'player': '', 'action': ''}",103-124,"{'player': 'K. Irving', 'action': 'misses 2-pt layup from 3 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:01.0,"{'player': 'J. Tatum', 'action': 'Defensive rebound by'}",103-124,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:57.0,"{'player': 'A. Horford J. Tatum', 'action': 'A. Horford makes 3-pt jump shot from 28 ft (assist by J. Tatum )'}",103-127,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:55.0,"{'player': '', 'action': ''}",103-127,"{'player': '', 'action': 'Dallas full timeout'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:55.0,"{'player': '', 'action': ''}",103-127,"{'player': '', 'action': 'Violation by Team (delay of game)'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:55.0,"{'player': '', 'action': 'Violation by Team (delay of game)'}",103-127,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:55.0,"{'player': '', 'action': ''}",103-127,"{'player': 'J. Hardy L. Dončić', 'action': 'J. Hardy enters the game for L. Dončić'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:55.0,"{'player': '', 'action': ''}",103-127,"{'player': 'D. Jones K. Irving', 'action': 'D. Jones enters the game for K. Irving'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:55.0,"{'player': '', 'action': ''}",103-127,"{'player': 'D. Powell M. Kleber', 'action': 'D. Powell enters the game for M. Kleber'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:55.0,"{'player': '', 'action': ''}",103-127,"{'player': 'O. Prosper P. Washington', 'action': 'O. Prosper enters the game for P. Washington'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:55.0,"{'player': 'O. Brissett J. Brown', 'action': 'O. Brissett enters the game for J. Brown'}",103-127,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:55.0,"{'player': 'S. Hauser A. Horford', 'action': 'S. Hauser enters the game for A. Horford'}",103-127,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:55.0,"{'player': 'P. Pritchard J. Tatum', 'action': 'P. Pritchard enters the game for J. Tatum'}",103-127,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:34.0,"{'player': '', 'action': ''}",103-127,"{'player': 'X. Tillman D. Jones', 'action': 'Shooting foul by X. Tillman (drawn by D. Jones )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:34.0,"{'player': '', 'action': ''}",103-127,"{'player': 'D. Jones', 'action': 'misses free throw 1 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:34.0,"{'player': '', 'action': ''}",103-127,"{'player': '', 'action': 'Offensive rebound by Team'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:34.0,"{'player': 'S. Mykhailiuk D. White', 'action': 'S. Mykhailiuk enters the game for D. White'}",103-127,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:34.0,"{'player': '', 'action': ''}",104-127,"{'player': 'D. Jones', 'action': 'makes free throw 2 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:17.0,"{'player': 'X. Tillman P. Pritchard', 'action': 'X. Tillman makes 2-pt layup from 2 ft (assist by P. Pritchard )'}",104-129,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:03.0,"{'player': '', 'action': ''}",104-129,"{'player': 'J. Hardy', 'action': 'misses 2-pt jump shot from 20 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:02.0,"{'player': 'S. Hauser', 'action': 'Defensive rebound by'}",104-129,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:52.0,"{'player': 'P. Pritchard S. Hauser', 'action': 'P. Pritchard makes 2-pt layup from 2 ft (assist by S. Hauser )'}",104-131,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:33.0,"{'player': '', 'action': ''}",106-131,"{'player': 'O. Prosper J. Green', 'action': 'O. Prosper makes 2-pt jump shot from 19 ft (assist by J. Green )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:19.0,"{'player': 'O. Brissett', 'action': 'misses 2-pt jump shot from 9 ft'}",106-131,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:18.0,"{'player': '', 'action': ''}",106-131,"{'player': 'O. Prosper', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:09.0,"{'player': '', 'action': ''}",106-131,"{'player': 'O. Prosper O. Brissett', 'action': 'O. Prosper misses 2-pt layup from 4 ft (block by O. Brissett )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:08.0,"{'player': 'S. Hauser', 'action': 'Defensive rebound by'}",106-131,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:03.0,"{'player': 'S. Mykhailiuk O. Prosper', 'action': 'Turnover by S. Mykhailiuk (bad pass; steal by O. Prosper )'}",106-131,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:55.0,"{'player': '', 'action': ''}",106-131,"{'player': 'J. Hardy', 'action': 'Turnover by  (bad pass)'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:55.0,"{'player': 'J. Springer X. Tillman', 'action': 'J. Springer enters the game for X. Tillman'}",106-131,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:47.0,"{'player': 'S. Hauser', 'action': 'misses 3-pt jump shot from 27 ft'}",106-131,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:43.0,"{'player': 'S. Mykhailiuk', 'action': 'Offensive rebound by'}",106-131,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:38.0,"{'player': 'J. Springer', 'action': 'misses 2-pt layup from 3 ft'}",106-131,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:37.0,"{'player': 'J. Springer', 'action': 'Offensive rebound by'}",106-131,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:36.0,"{'player': 'J. Springer', 'action': 'makes 2-pt layup from 2 ft'}",106-133,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:30.0,"{'player': '', 'action': ''}",108-133,"{'player': 'J. Hardy', 'action': 'makes 2-pt layup from 3 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:15.0,"{'player': 'P. Pritchard D. Powell', 'action': 'P. Pritchard misses 2-pt layup from 3 ft (block by D. Powell )'}",108-133,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
