Date,Home Team,Away Team,Home Score,Away Score,Winning Team,Losing Team,Point Differential
"Tue, Jan 30, 2024",Boston Celtics,Indiana Pacers,129,124,Boston Celtics,Indiana Pacers,5
"Tue, Jan 30, 2024",New York Knicks,Utah Jazz,118,103,New York Knicks,Utah Jazz,15
"Tue, Jan 30, 2024",Chicago Bulls,Toronto Raptors,107,118,Toronto Raptors,Chicago Bulls,11
"Tue, Jan 30, 2024",Golden State Warriors,Philadelphia 76ers,119,107,Golden State Warriors,Philadelphia 76ers,12
"Wed, Jan 31, 2024",Charlotte Hornets,Chicago Bulls,110,117,Chicago Bulls,Charlotte Hornets,7
"Wed, Jan 31, 2024",Cleveland Cavaliers,Detroit Pistons,128,121,Cleveland Cavaliers,Detroit Pistons,7
"Wed, Jan 31, 2024",Washington Wizards,Los Angeles Clippers,109,125,Los Angeles Clippers,Washington Wizards,16
"Wed, Jan 31, 2024",Miami Heat,Sacramento Kings,115,106,Miami Heat,Sacramento Kings,9
"Wed, Jan 31, 2024",Houston Rockets,New Orleans Pelicans,99,110,New Orleans Pelicans,Houston Rockets,11
"Wed, Jan 31, 2024",Minnesota Timberwolves,Dallas Mavericks,121,87,Minnesota Timberwolves,Dallas Mavericks,34
"Wed, Jan 31, 2024",Oklahoma City Thunder,Denver Nuggets,105,100,Oklahoma City Thunder,Denver Nuggets,5
"Wed, Jan 31, 2024",San Antonio Spurs,Orlando Magic,98,108,Orlando Magic,San Antonio Spurs,10
"Wed, Jan 31, 2024",Brooklyn Nets,Phoenix Suns,120,136,Phoenix Suns,Brooklyn Nets,16
"Wed, Jan 31, 2024",Portland Trail Blazers,Milwaukee Bucks,119,116,Portland Trail Blazers,Milwaukee Bucks,3
"Thu, Feb 1, 2024",Boston Celtics,Los Angeles Lakers,105,114,Los Angeles Lakers,Boston Celtics,9
"Thu, Feb 1, 2024",New York Knicks,Indiana Pacers,109,105,New York Knicks,Indiana Pacers,4
"Thu, Feb 1, 2024",Memphis Grizzlies,Cleveland Cavaliers,101,108,Cleveland Cavaliers,Memphis Grizzlies,7
"Thu, Feb 1, 2024",Utah Jazz,Philadelphia 76ers,124,127,Philadelphia 76ers,Utah Jazz,3
"Fri, Feb 2, 2024",Detroit Pistons,Los Angeles Clippers,125,136,Los Angeles Clippers,Detroit Pistons,11
"Fri, Feb 2, 2024",Washington Wizards,Miami Heat,102,110,Miami Heat,Washington Wizards,8
"Fri, Feb 2, 2024",Atlanta Hawks,Phoenix Suns,129,120,Atlanta Hawks,Phoenix Suns,9
"Fri, Feb 2, 2024",Indiana Pacers,Sacramento Kings,122,133,Sacramento Kings,Indiana Pacers,11
"Fri, Feb 2, 2024",Houston Rockets,Toronto Raptors,135,106,Houston Rockets,Toronto Raptors,29
"Fri, Feb 2, 2024",Memphis Grizzlies,Golden State Warriors,101,121,Golden State Warriors,Memphis Grizzlies,20
"Fri, Feb 2, 2024",Minnesota Timberwolves,Orlando Magic,106,108,Orlando Magic,Minnesota Timberwolves,2
"Fri, Feb 2, 2024",Oklahoma City Thunder,Charlotte Hornets,126,106,Oklahoma City Thunder,Charlotte Hornets,20
"Fri, Feb 2, 2024",San Antonio Spurs,New Orleans Pelicans,113,114,New Orleans Pelicans,San Antonio Spurs,1
"Fri, Feb 2, 2024",Denver Nuggets,Portland Trail Blazers,120,108,Denver Nuggets,Portland Trail Blazers,12
"Sat, Feb 3, 2024",Philadelphia 76ers,Brooklyn Nets,121,136,Brooklyn Nets,Philadelphia 76ers,15
"Sat, Feb 3, 2024",Atlanta Hawks,Golden State Warriors,141,134,Atlanta Hawks,Golden State Warriors,7
"Sat, Feb 3, 2024",Chicago Bulls,Sacramento Kings,115,123,Sacramento Kings,Chicago Bulls,8
"Sat, Feb 3, 2024",Dallas Mavericks,Milwaukee Bucks,117,129,Milwaukee Bucks,Dallas Mavericks,12
"Sat, Feb 3, 2024",New York Knicks,Los Angeles Lakers,105,113,Los Angeles Lakers,New York Knicks,8
"Sat, Feb 3, 2024",San Antonio Spurs,Cleveland Cavaliers,101,117,Cleveland Cavaliers,San Antonio Spurs,16
"Sun, Feb 4, 2024",Detroit Pistons,Orlando Magic,99,111,Orlando Magic,Detroit Pistons,12
"Sun, Feb 4, 2024",Washington Wizards,Phoenix Suns,112,140,Phoenix Suns,Washington Wizards,28
"Sun, Feb 4, 2024",Boston Celtics,Memphis Grizzlies,131,91,Boston Celtics,Memphis Grizzlies,40
"Sun, Feb 4, 2024",Charlotte Hornets,Indiana Pacers,99,115,Indiana Pacers,Charlotte Hornets,16
"Sun, Feb 4, 2024",Miami Heat,Los Angeles Clippers,95,103,Los Angeles Clippers,Miami Heat,8
"Sun, Feb 4, 2024",Minnesota Timberwolves,Houston Rockets,111,90,Minnesota Timberwolves,Houston Rockets,21
"Sun, Feb 4, 2024",Oklahoma City Thunder,Toronto Raptors,135,127,Oklahoma City Thunder,Toronto Raptors,8
"Sun, Feb 4, 2024",Utah Jazz,Milwaukee Bucks,123,108,Utah Jazz,Milwaukee Bucks,15
"Sun, Feb 4, 2024",Denver Nuggets,Portland Trail Blazers,112,103,Denver Nuggets,Portland Trail Blazers,9
"Mon, Feb 5, 2024",Charlotte Hornets,Los Angeles Lakers,118,124,Los Angeles Lakers,Charlotte Hornets,6
"Mon, Feb 5, 2024",Cleveland Cavaliers,Sacramento Kings,136,110,Cleveland Cavaliers,Sacramento Kings,26
"Mon, Feb 5, 2024",Philadelphia 76ers,Dallas Mavericks,102,118,Dallas Mavericks,Philadelphia 76ers,16
"Mon, Feb 5, 2024",Atlanta Hawks,Los Angeles Clippers,144,149,Los Angeles Clippers,Atlanta Hawks,5
"Mon, Feb 5, 2024",Brooklyn Nets,Golden State Warriors,98,109,Golden State Warriors,Brooklyn Nets,11
"Mon, Feb 5, 2024",New Orleans Pelicans,Toronto Raptors,138,100,New Orleans Pelicans,Toronto Raptors,38
"Tue, Feb 6, 2024",Indiana Pacers,Houston Rockets,132,129,Indiana Pacers,Houston Rockets,3
"Tue, Feb 6, 2024",Brooklyn Nets,Dallas Mavericks,107,119,Dallas Mavericks,Brooklyn Nets,12
"Tue, Feb 6, 2024",Miami Heat,Orlando Magic,121,95,Miami Heat,Orlando Magic,26
"Tue, Feb 6, 2024",New York Knicks,Memphis Grizzlies,123,113,New York Knicks,Memphis Grizzlies,10
"Tue, Feb 6, 2024",Chicago Bulls,Minnesota Timberwolves,129,123,Chicago Bulls,Minnesota Timberwolves,6
"Tue, Feb 6, 2024",Utah Jazz,Oklahoma City Thunder,124,117,Utah Jazz,Oklahoma City Thunder,7
"Tue, Feb 6, 2024",Phoenix Suns,Milwaukee Bucks,114,106,Phoenix Suns,Milwaukee Bucks,8
"Wed, Feb 7, 2024",Charlotte Hornets,Toronto Raptors,117,123,Toronto Raptors,Charlotte Hornets,6
"Wed, Feb 7, 2024",Washington Wizards,Cleveland Cavaliers,106,114,Cleveland Cavaliers,Washington Wizards,8
"Wed, Feb 7, 2024",Boston Celtics,Atlanta Hawks,125,117,Boston Celtics,Atlanta Hawks,8
"Wed, Feb 7, 2024",Miami Heat,San Antonio Spurs,116,104,Miami Heat,San Antonio Spurs,12
"Wed, Feb 7, 2024",Philadelphia 76ers,Golden State Warriors,104,127,Golden State Warriors,Philadelphia 76ers,23
"Wed, Feb 7, 2024",Los Angeles Clippers,New Orleans Pelicans,106,117,New Orleans Pelicans,Los Angeles Clippers,11
"Wed, Feb 7, 2024",Sacramento Kings,Detroit Pistons,120,133,Detroit Pistons,Sacramento Kings,13
"Thu, Feb 8, 2024",Indiana Pacers,Golden State Warriors,109,131,Golden State Warriors,Indiana Pacers,22
"Thu, Feb 8, 2024",Orlando Magic,San Antonio Spurs,127,111,Orlando Magic,San Antonio Spurs,16
"Thu, Feb 8, 2024",Brooklyn Nets,Cleveland Cavaliers,95,118,Cleveland Cavaliers,Brooklyn Nets,23
"Thu, Feb 8, 2024",New York Knicks,Dallas Mavericks,108,122,Dallas Mavericks,New York Knicks,14
"Thu, Feb 8, 2024",Memphis Grizzlies,Chicago Bulls,110,118,Chicago Bulls,Memphis Grizzlies,8
"Thu, Feb 8, 2024",Milwaukee Bucks,Minnesota Timberwolves,105,129,Minnesota Timberwolves,Milwaukee Bucks,24
"Thu, Feb 8, 2024",Phoenix Suns,Utah Jazz,129,115,Phoenix Suns,Utah Jazz,14
"Thu, Feb 8, 2024",Los Angeles Lakers,Denver Nuggets,106,114,Denver Nuggets,Los Angeles Lakers,8
"Thu, Feb 8, 2024",Portland Trail Blazers,Detroit Pistons,122,128,Detroit Pistons,Portland Trail Blazers,6
"Fri, Feb 9, 2024",Philadelphia 76ers,Atlanta Hawks,121,127,Atlanta Hawks,Philadelphia 76ers,6
"Fri, Feb 9, 2024",Boston Celtics,Washington Wizards,133,129,Boston Celtics,Washington Wizards,4
"Fri, Feb 9, 2024",Toronto Raptors,Houston Rockets,107,104,Toronto Raptors,Houston Rockets,3
"Fri, Feb 9, 2024",Milwaukee Bucks,Charlotte Hornets,120,84,Milwaukee Bucks,Charlotte Hornets,36
"Fri, Feb 9, 2024",Sacramento Kings,Denver Nuggets,135,106,Sacramento Kings,Denver Nuggets,29
"Fri, Feb 9, 2024",Los Angeles Lakers,New Orleans Pelicans,139,122,Los Angeles Lakers,New Orleans Pelicans,17
"Sat, Feb 10, 2024",Dallas Mavericks,Oklahoma City Thunder,146,111,Dallas Mavericks,Oklahoma City Thunder,35
"Sat, Feb 10, 2024",Los Angeles Clippers,Detroit Pistons,112,106,Los Angeles Clippers,Detroit Pistons,6
"Sat, Feb 10, 2024",Brooklyn Nets,San Antonio Spurs,123,103,Brooklyn Nets,San Antonio Spurs,20
"Sat, Feb 10, 2024",Charlotte Hornets,Memphis Grizzlies,115,106,Charlotte Hornets,Memphis Grizzlies,9
"Sat, Feb 10, 2024",Orlando Magic,Chicago Bulls,114,108,Orlando Magic,Chicago Bulls,6
"Sat, Feb 10, 2024",Washington Wizards,Philadelphia 76ers,113,119,Philadelphia 76ers,Washington Wizards,6
"Sat, Feb 10, 2024",Atlanta Hawks,Houston Rockets,122,113,Atlanta Hawks,Houston Rockets,9
"Sat, Feb 10, 2024",New York Knicks,Indiana Pacers,111,125,Indiana Pacers,New York Knicks,14
"Sat, Feb 10, 2024",Toronto Raptors,Cleveland Cavaliers,95,119,Cleveland Cavaliers,Toronto Raptors,24
"Sat, Feb 10, 2024",Golden State Warriors,Phoenix Suns,113,112,Golden State Warriors,Phoenix Suns,1
"Sat, Feb 10, 2024",Portland Trail Blazers,New Orleans Pelicans,84,93,New Orleans Pelicans,Portland Trail Blazers,9
"Sun, Feb 11, 2024",Miami Heat,Boston Celtics,106,110,Boston Celtics,Miami Heat,4
"Sun, Feb 11, 2024",Oklahoma City Thunder,Sacramento Kings,127,113,Oklahoma City Thunder,Sacramento Kings,14
"Mon, Feb 12, 2024",Charlotte Hornets,Indiana Pacers,111,102,Charlotte Hornets,Indiana Pacers,9
"Mon, Feb 12, 2024",Cleveland Cavaliers,Philadelphia 76ers,121,123,Philadelphia 76ers,Cleveland Cavaliers,2
"Mon, Feb 12, 2024",Atlanta Hawks,Chicago Bulls,126,136,Chicago Bulls,Atlanta Hawks,10
"Mon, Feb 12, 2024",Toronto Raptors,San Antonio Spurs,99,122,San Antonio Spurs,Toronto Raptors,23
"Mon, Feb 12, 2024",Houston Rockets,New York Knicks,105,103,Houston Rockets,New York Knicks,2
"Mon, Feb 12, 2024",Memphis Grizzlies,New Orleans Pelicans,87,96,New Orleans Pelicans,Memphis Grizzlies,9
"Mon, Feb 12, 2024",Milwaukee Bucks,Denver Nuggets,112,95,Milwaukee Bucks,Denver Nuggets,17
"Mon, Feb 12, 2024",Dallas Mavericks,Washington Wizards,112,104,Dallas Mavericks,Washington Wizards,8
"Mon, Feb 12, 2024",Utah Jazz,Golden State Warriors,107,129,Golden State Warriors,Utah Jazz,22
"Mon, Feb 12, 2024",Los Angeles Clippers,Minnesota Timberwolves,100,121,Minnesota Timberwolves,Los Angeles Clippers,21
"Tue, Feb 13, 2024",Brooklyn Nets,Boston Celtics,110,118,Boston Celtics,Brooklyn Nets,8
"Tue, Feb 13, 2024",Orlando Magic,Oklahoma City Thunder,113,127,Oklahoma City Thunder,Orlando Magic,14
"Tue, Feb 13, 2024",Milwaukee Bucks,Miami Heat,97,123,Miami Heat,Milwaukee Bucks,26
"Tue, Feb 13, 2024",Phoenix Suns,Sacramento Kings,130,125,Phoenix Suns,Sacramento Kings,5
"Tue, Feb 13, 2024",Portland Trail Blazers,Minnesota Timberwolves,109,121,Minnesota Timberwolves,Portland Trail Blazers,12
"Tue, Feb 13, 2024",Los Angeles Lakers,Detroit Pistons,125,111,Los Angeles Lakers,Detroit Pistons,14
"Wed, Feb 14, 2024",Charlotte Hornets,Atlanta Hawks,122,99,Charlotte Hornets,Atlanta Hawks,23
"Wed, Feb 14, 2024",Orlando Magic,New York Knicks,118,100,Orlando Magic,New York Knicks,18
"Wed, Feb 14, 2024",Philadelphia 76ers,Miami Heat,104,109,Miami Heat,Philadelphia 76ers,5
"Wed, Feb 14, 2024",Boston Celtics,Brooklyn Nets,136,86,Boston Celtics,Brooklyn Nets,50
"Wed, Feb 14, 2024",Cleveland Cavaliers,Chicago Bulls,108,105,Cleveland Cavaliers,Chicago Bulls,3
"Wed, Feb 14, 2024",Toronto Raptors,Indiana Pacers,125,127,Indiana Pacers,Toronto Raptors,2
"Wed, Feb 14, 2024",Memphis Grizzlies,Houston Rockets,121,113,Memphis Grizzlies,Houston Rockets,8
"Wed, Feb 14, 2024",New Orleans Pelicans,Washington Wizards,133,126,New Orleans Pelicans,Washington Wizards,7
"Wed, Feb 14, 2024",Dallas Mavericks,San Antonio Spurs,116,93,Dallas Mavericks,San Antonio Spurs,23
"Wed, Feb 14, 2024",Denver Nuggets,Sacramento Kings,98,102,Sacramento Kings,Denver Nuggets,4
"Wed, Feb 14, 2024",Phoenix Suns,Detroit Pistons,116,100,Phoenix Suns,Detroit Pistons,16
"Wed, Feb 14, 2024",Utah Jazz,Los Angeles Lakers,122,138,Los Angeles Lakers,Utah Jazz,16
"Wed, Feb 14, 2024",Golden State Warriors,Los Angeles Clippers,125,130,Los Angeles Clippers,Golden State Warriors,5
"Thu, Feb 15, 2024",Memphis Grizzlies,Milwaukee Bucks,113,110,Memphis Grizzlies,Milwaukee Bucks,3
"Thu, Feb 15, 2024",Utah Jazz,Golden State Warriors,137,140,Golden State Warriors,Utah Jazz,3
"Thu, Feb 15, 2024",Portland Trail Blazers,Minnesota Timberwolves,91,128,Minnesota Timberwolves,Portland Trail Blazers,37
"Thu, Feb 22, 2024",Cleveland Cavaliers,Orlando Magic,109,116,Orlando Magic,Cleveland Cavaliers,7
"Thu, Feb 22, 2024",Indiana Pacers,Detroit Pistons,129,115,Indiana Pacers,Detroit Pistons,14
"Thu, Feb 22, 2024",Philadelphia 76ers,New York Knicks,96,110,New York Knicks,Philadelphia 76ers,14
"Thu, Feb 22, 2024",Toronto Raptors,Brooklyn Nets,121,93,Toronto Raptors,Brooklyn Nets,28
"Thu, Feb 22, 2024",Dallas Mavericks,Phoenix Suns,123,113,Dallas Mavericks,Phoenix Suns,10
"Thu, Feb 22, 2024",Chicago Bulls,Boston Celtics,112,129,Boston Celtics,Chicago Bulls,17
"Thu, Feb 22, 2024",New Orleans Pelicans,Houston Rockets,127,105,New Orleans Pelicans,Houston Rockets,22
"Thu, Feb 22, 2024",Oklahoma City Thunder,Los Angeles Clippers,129,107,Oklahoma City Thunder,Los Angeles Clippers,22
"Thu, Feb 22, 2024",Denver Nuggets,Washington Wizards,130,110,Denver Nuggets,Washington Wizards,20
"Thu, Feb 22, 2024",Utah Jazz,Charlotte Hornets,107,115,Charlotte Hornets,Utah Jazz,8
"Thu, Feb 22, 2024",Golden State Warriors,Los Angeles Lakers,128,110,Golden State Warriors,Los Angeles Lakers,18
"Thu, Feb 22, 2024",Sacramento Kings,San Antonio Spurs,127,122,Sacramento Kings,San Antonio Spurs,5
"Fri, Feb 23, 2024",Atlanta Hawks,Toronto Raptors,121,123,Toronto Raptors,Atlanta Hawks,2
"Fri, Feb 23, 2024",Philadelphia 76ers,Cleveland Cavaliers,104,97,Philadelphia 76ers,Cleveland Cavaliers,7
"Fri, Feb 23, 2024",Houston Rockets,Phoenix Suns,114,110,Houston Rockets,Phoenix Suns,4
"Fri, Feb 23, 2024",Memphis Grizzlies,Los Angeles Clippers,95,101,Los Angeles Clippers,Memphis Grizzlies,6
"Fri, Feb 23, 2024",New Orleans Pelicans,Miami Heat,95,106,Miami Heat,New Orleans Pelicans,11
"Fri, Feb 23, 2024",Oklahoma City Thunder,Washington Wizards,147,106,Oklahoma City Thunder,Washington Wizards,41
"Fri, Feb 23, 2024",Golden State Warriors,Charlotte Hornets,97,84,Golden State Warriors,Charlotte Hornets,13
"Fri, Feb 23, 2024",Minnesota Timberwolves,Milwaukee Bucks,107,112,Milwaukee Bucks,Minnesota Timberwolves,5
"Fri, Feb 23, 2024",Portland Trail Blazers,Denver Nuggets,112,127,Denver Nuggets,Portland Trail Blazers,15
"Fri, Feb 23, 2024",Los Angeles Lakers,San Antonio Spurs,123,118,Los Angeles Lakers,San Antonio Spurs,5
"Sat, Feb 24, 2024",Detroit Pistons,Orlando Magic,109,112,Orlando Magic,Detroit Pistons,3
"Sat, Feb 24, 2024",New York Knicks,Boston Celtics,102,116,Boston Celtics,New York Knicks,14
"Sat, Feb 24, 2024",Minnesota Timberwolves,Brooklyn Nets,101,86,Minnesota Timberwolves,Brooklyn Nets,15
"Sun, Feb 25, 2024",Philadelphia 76ers,Milwaukee Bucks,98,119,Milwaukee Bucks,Philadelphia 76ers,21
"Sun, Feb 25, 2024",Phoenix Suns,Los Angeles Lakers,123,113,Phoenix Suns,Los Angeles Lakers,10
"Sun, Feb 25, 2024",Indiana Pacers,Dallas Mavericks,133,111,Indiana Pacers,Dallas Mavericks,22
"Sun, Feb 25, 2024",Washington Wizards,Cleveland Cavaliers,105,114,Cleveland Cavaliers,Washington Wizards,9
"Sun, Feb 25, 2024",Atlanta Hawks,Orlando Magic,109,92,Atlanta Hawks,Orlando Magic,17
"Sun, Feb 25, 2024",Golden State Warriors,Denver Nuggets,103,119,Denver Nuggets,Golden State Warriors,16
"Sun, Feb 25, 2024",Houston Rockets,Oklahoma City Thunder,110,123,Oklahoma City Thunder,Houston Rockets,13
"Sun, Feb 25, 2024",New Orleans Pelicans,Chicago Bulls,106,114,Chicago Bulls,New Orleans Pelicans,8
"Sun, Feb 25, 2024",Utah Jazz,San Antonio Spurs,128,109,Utah Jazz,San Antonio Spurs,19
"Sun, Feb 25, 2024",Portland Trail Blazers,Charlotte Hornets,80,93,Charlotte Hornets,Portland Trail Blazers,13
"Sun, Feb 25, 2024",Los Angeles Clippers,Sacramento Kings,107,123,Sacramento Kings,Los Angeles Clippers,16
"Mon, Feb 26, 2024",Indiana Pacers,Toronto Raptors,122,130,Toronto Raptors,Indiana Pacers,8
"Mon, Feb 26, 2024",New York Knicks,Detroit Pistons,113,111,New York Knicks,Detroit Pistons,2
"Mon, Feb 26, 2024",Memphis Grizzlies,Brooklyn Nets,86,111,Brooklyn Nets,Memphis Grizzlies,25
"Mon, Feb 26, 2024",Sacramento Kings,Miami Heat,110,121,Miami Heat,Sacramento Kings,11
"Tue, Feb 27, 2024",Cleveland Cavaliers,Dallas Mavericks,121,119,Cleveland Cavaliers,Dallas Mavericks,2
"Tue, Feb 27, 2024",Orlando Magic,Brooklyn Nets,108,81,Orlando Magic,Brooklyn Nets,27
"Tue, Feb 27, 2024",Washington Wizards,Golden State Warriors,112,123,Golden State Warriors,Washington Wizards,11
"Tue, Feb 27, 2024",Atlanta Hawks,Utah Jazz,124,97,Atlanta Hawks,Utah Jazz,27
"Tue, Feb 27, 2024",Boston Celtics,Philadelphia 76ers,117,99,Boston Celtics,Philadelphia 76ers,18
"Tue, Feb 27, 2024",New York Knicks,New Orleans Pelicans,92,115,New Orleans Pelicans,New York Knicks,23
"Tue, Feb 27, 2024",Chicago Bulls,Detroit Pistons,95,105,Detroit Pistons,Chicago Bulls,10
"Tue, Feb 27, 2024",Milwaukee Bucks,Charlotte Hornets,123,85,Milwaukee Bucks,Charlotte Hornets,38
"Tue, Feb 27, 2024",Minnesota Timberwolves,San Antonio Spurs,114,105,Minnesota Timberwolves,San Antonio Spurs,9
"Tue, Feb 27, 2024",Oklahoma City Thunder,Houston Rockets,112,95,Oklahoma City Thunder,Houston Rockets,17
"Tue, Feb 27, 2024",Portland Trail Blazers,Miami Heat,96,106,Miami Heat,Portland Trail Blazers,10
"Wed, Feb 28, 2024",Indiana Pacers,New Orleans Pelicans,123,114,Indiana Pacers,New Orleans Pelicans,9
"Wed, Feb 28, 2024",Toronto Raptors,Dallas Mavericks,125,136,Dallas Mavericks,Toronto Raptors,11
"Wed, Feb 28, 2024",Chicago Bulls,Cleveland Cavaliers,132,123,Chicago Bulls,Cleveland Cavaliers,9
"Wed, Feb 28, 2024",Minnesota Timberwolves,Memphis Grizzlies,110,101,Minnesota Timberwolves,Memphis Grizzlies,9
"Wed, Feb 28, 2024",Denver Nuggets,Sacramento Kings,117,96,Denver Nuggets,Sacramento Kings,21
"Wed, Feb 28, 2024",Los Angeles Clippers,Los Angeles Lakers,112,116,Los Angeles Lakers,Los Angeles Clippers,4
"Thu, Feb 29, 2024",Charlotte Hornets,Milwaukee Bucks,99,111,Milwaukee Bucks,Charlotte Hornets,12
"Thu, Feb 29, 2024",Orlando Magic,Utah Jazz,115,107,Orlando Magic,Utah Jazz,8
"Thu, Feb 29, 2024",Brooklyn Nets,Atlanta Hawks,124,97,Brooklyn Nets,Atlanta Hawks,27
"Thu, Feb 29, 2024",New York Knicks,Golden State Warriors,99,110,Golden State Warriors,New York Knicks,11
"Thu, Feb 29, 2024",San Antonio Spurs,Oklahoma City Thunder,132,118,San Antonio Spurs,Oklahoma City Thunder,14
"Thu, Feb 29, 2024",Phoenix Suns,Houston Rockets,110,105,Phoenix Suns,Houston Rockets,5
"Thu, Feb 29, 2024",Denver Nuggets,Miami Heat,103,97,Denver Nuggets,Miami Heat,6
"Thu, Feb 29, 2024",Los Angeles Lakers,Washington Wizards,134,131,Los Angeles Lakers,Washington Wizards,3
"Fri, Mar 1, 2024",Detroit Pistons,Cleveland Cavaliers,100,110,Cleveland Cavaliers,Detroit Pistons,10
"Fri, Mar 1, 2024",Philadelphia 76ers,Charlotte Hornets,121,114,Philadelphia 76ers,Charlotte Hornets,7
"Fri, Mar 1, 2024",Boston Celtics,Dallas Mavericks,138,110,Boston Celtics,Dallas Mavericks,28
"Fri, Mar 1, 2024",Toronto Raptors,Golden State Warriors,105,120,Golden State Warriors,Toronto Raptors,15
"Fri, Mar 1, 2024",Memphis Grizzlies,Portland Trail Blazers,92,122,Portland Trail Blazers,Memphis Grizzlies,30
"Fri, Mar 1, 2024",Minnesota Timberwolves,Sacramento Kings,120,124,Sacramento Kings,Minnesota Timberwolves,4
"Fri, Mar 1, 2024",New Orleans Pelicans,Indiana Pacers,129,102,New Orleans Pelicans,Indiana Pacers,27
"Fri, Mar 1, 2024",Chicago Bulls,Milwaukee Bucks,97,113,Milwaukee Bucks,Chicago Bulls,16
"Fri, Mar 1, 2024",Los Angeles Clippers,Washington Wizards,140,115,Los Angeles Clippers,Washington Wizards,25
"Sat, Mar 2, 2024",Brooklyn Nets,Atlanta Hawks,114,102,Brooklyn Nets,Atlanta Hawks,12
"Sat, Mar 2, 2024",Miami Heat,Utah Jazz,126,120,Miami Heat,Utah Jazz,6
"Sat, Mar 2, 2024",Memphis Grizzlies,Portland Trail Blazers,100,107,Portland Trail Blazers,Memphis Grizzlies,7
"Sat, Mar 2, 2024",Los Angeles Lakers,Denver Nuggets,114,124,Denver Nuggets,Los Angeles Lakers,10
"Sat, Mar 2, 2024",Phoenix Suns,Houston Rockets,109,118,Houston Rockets,Phoenix Suns,9
"Sun, Mar 3, 2024",Dallas Mavericks,Philadelphia 76ers,116,120,Philadelphia 76ers,Dallas Mavericks,4
"Sun, Mar 3, 2024",Boston Celtics,Golden State Warriors,140,88,Boston Celtics,Golden State Warriors,52
"Sun, Mar 3, 2024",Minnesota Timberwolves,Los Angeles Clippers,88,89,Los Angeles Clippers,Minnesota Timberwolves,1
"Sun, Mar 3, 2024",Orlando Magic,Detroit Pistons,113,91,Orlando Magic,Detroit Pistons,22
"Sun, Mar 3, 2024",Toronto Raptors,Charlotte Hornets,111,106,Toronto Raptors,Charlotte Hornets,5
"Sun, Mar 3, 2024",Cleveland Cavaliers,New York Knicks,98,107,New York Knicks,Cleveland Cavaliers,9
"Sun, Mar 3, 2024",San Antonio Spurs,Indiana Pacers,117,105,San Antonio Spurs,Indiana Pacers,12
"Sun, Mar 3, 2024",Phoenix Suns,Oklahoma City Thunder,110,118,Oklahoma City Thunder,Phoenix Suns,8
"Mon, Mar 4, 2024",Brooklyn Nets,Memphis Grizzlies,102,106,Memphis Grizzlies,Brooklyn Nets,4
"Mon, Mar 4, 2024",Milwaukee Bucks,Los Angeles Clippers,113,106,Milwaukee Bucks,Los Angeles Clippers,7
"Mon, Mar 4, 2024",Minnesota Timberwolves,Portland Trail Blazers,119,114,Minnesota Timberwolves,Portland Trail Blazers,5
"Mon, Mar 4, 2024",Utah Jazz,Washington Wizards,127,115,Utah Jazz,Washington Wizards,12
"Mon, Mar 4, 2024",Sacramento Kings,Chicago Bulls,109,113,Chicago Bulls,Sacramento Kings,4
"Mon, Mar 4, 2024",Los Angeles Lakers,Oklahoma City Thunder,116,104,Los Angeles Lakers,Oklahoma City Thunder,12
"Tue, Mar 5, 2024",Charlotte Hornets,Orlando Magic,89,101,Orlando Magic,Charlotte Hornets,12
"Tue, Mar 5, 2024",Brooklyn Nets,Philadelphia 76ers,112,107,Brooklyn Nets,Philadelphia 76ers,5
"Tue, Mar 5, 2024",Cleveland Cavaliers,Boston Celtics,105,104,Cleveland Cavaliers,Boston Celtics,1
"Tue, Mar 5, 2024",Miami Heat,Detroit Pistons,118,110,Miami Heat,Detroit Pistons,8
"Tue, Mar 5, 2024",New York Knicks,Atlanta Hawks,100,116,Atlanta Hawks,New York Knicks,16
"Tue, Mar 5, 2024",Toronto Raptors,New Orleans Pelicans,98,139,New Orleans Pelicans,Toronto Raptors,41
"Tue, Mar 5, 2024",Houston Rockets,San Antonio Spurs,114,101,Houston Rockets,San Antonio Spurs,13
"Tue, Mar 5, 2024",Dallas Mavericks,Indiana Pacers,120,137,Indiana Pacers,Dallas Mavericks,17
"Tue, Mar 5, 2024",Denver Nuggets,Phoenix Suns,107,117,Phoenix Suns,Denver Nuggets,10
"Wed, Mar 6, 2024",Washington Wizards,Orlando Magic,109,119,Orlando Magic,Washington Wizards,10
"Wed, Mar 6, 2024",Atlanta Hawks,Cleveland Cavaliers,112,101,Atlanta Hawks,Cleveland Cavaliers,11
"Wed, Mar 6, 2024",Houston Rockets,Los Angeles Clippers,116,122,Los Angeles Clippers,Houston Rockets,6
"Wed, Mar 6, 2024",Philadelphia 76ers,Memphis Grizzlies,109,115,Memphis Grizzlies,Philadelphia 76ers,6
"Wed, Mar 6, 2024",Utah Jazz,Chicago Bulls,117,119,Chicago Bulls,Utah Jazz,2
"Wed, Mar 6, 2024",Golden State Warriors,Milwaukee Bucks,125,90,Golden State Warriors,Milwaukee Bucks,35
"Wed, Mar 6, 2024",Portland Trail Blazers,Oklahoma City Thunder,120,128,Oklahoma City Thunder,Portland Trail Blazers,8
"Wed, Mar 6, 2024",Los Angeles Lakers,Sacramento Kings,120,130,Sacramento Kings,Los Angeles Lakers,10
"Thu, Mar 7, 2024",Detroit Pistons,Brooklyn Nets,118,112,Detroit Pistons,Brooklyn Nets,6
